Sent date,DD,Category name,Main vs REM,Subject,Sendings,OR clean %,length of subject,Personalization,Emoji,Urgency,Tone,Price or Discount,imperative ,product,Month,letter_count
2024-11-26,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,7059,0.1067,0,0,0,1,0,1,0,1,11,30
2024-07-07,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3252,0.1375,0,0,0,0,0,1,0,1,7,30
2024-12-01,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,9855,0.119,0,0,0,0,0,1,0,1,12,30
2024-12-21,Thursday,NL Final,MAIN,"Vi ger dig 100 kr gratis{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% endif %}&#x1f381; Skynda dig och spara!",71265,0.0905,1,1,1,1,0,1,1,0,12,33
2024-01-01,Sunday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,2268,0.037,0,0,1,0,1,1,0,0,1,26
2024-08-16,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3621,0.2013,0,0,1,1,1,1,0,1,8,30
2024-11-03,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,5217,0.1185,0,0,1,0,1,1,0,1,11,38
2024-06-01,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,5820,0.0918,0,0,1,0,1,1,0,0,6,26
2024-12-07,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,42252,0.1485,0,0,0,0,0,1,0,1,12,22
2024-06-14,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3426,0.1646,0,0,1,1,1,1,0,1,6,30
2024-10-08,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,4272,0.139,0,0,0,1,0,1,0,0,10,27
2024-04-23,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,2277,0.1621,0,0,0,1,0,1,0,0,4,27
2024-09-06,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3783,0.1959,0,0,1,1,1,1,0,1,9,30
2024-05-31,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,831,0.1372,0,0,0,1,1,1,1,1,5,28
2024-06-25,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,1827,0.0936,0,0,0,1,0,1,0,0,6,27
2024-10-01,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,3807,0.1127,0,0,0,1,0,1,0,1,10,30
2024-10-25,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5049,0.142,0,0,1,1,1,1,0,1,10,30
2024-10-25,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,5865,0.1223,0,0,0,1,1,1,1,1,10,28
2024-06-28,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,1857,0.1082,0,0,0,1,1,1,1,1,6,28
2024-08-02,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3480,0.1905,0,0,1,1,1,1,0,1,8,30
2024-11-26,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,14220,0.0973,0,0,0,1,0,1,0,0,11,27
2024-12-27,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,12381,0.1027,0,0,0,1,1,1,1,1,12,28
2024-07-02,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,2940,0.1378,0,0,0,1,1,1,1,1,7,24
2024-01-02,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,3156,0.1654,0,0,0,0,0,0,0,1,1,42
2024-10-26,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37818,0.1413,0,0,0,0,0,1,0,1,10,22
2024-12-21,Thursday,NL Final,MAIN,100 kr rabatt på din beställning! &#x1f4b8; Endast under en kort tid!,8877,0.0821,1,0,1,1,1,1,0,1,12,42
2024-12-10,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,8811,0.1195,0,0,0,1,0,1,0,0,12,27
2024-12-02,Saturday,NL Final,MAIN,Använd din kod 39GX32V0 &#x1f525; | Spara nu!,10038,0.0759,0,0,1,1,1,0,1,0,12,21
2024-12-10,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,9765,0.1081,0,0,0,1,1,1,1,1,12,24
2024-10-11,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,5124,0.1317,0,0,0,0,1,1,1,1,10,33
2024-09-27,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,14019,0.107,0,0,0,1,1,1,1,1,9,28
2024-09-10,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,3186,0.0923,0,0,0,1,0,1,0,1,9,30
2024-12-31,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,9150,0.0741,0,0,0,1,0,1,0,0,12,27
2024-12-06,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,9933,0.119,0,0,0,1,1,1,1,1,12,28
2024-05-01,Monday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,15033,0.0986,0,0,1,0,1,1,0,0,5,26
2024-05-10,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,3318,0.17,0,0,0,1,1,1,1,1,5,28
2024-11-22,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,6498,0.1279,0,0,0,1,1,1,1,1,11,28
2024-08-20,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2964,0.1002,0,0,0,1,0,1,0,1,8,30
2024-12-31,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,4968,0.0598,0,0,0,1,0,1,0,0,12,27
2024-10-29,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,5826,0.1123,0,0,0,1,1,1,1,1,10,24
2024-11-30,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,57186,0.1259,0,0,1,0,1,1,0,0,11,26
2024-10-13,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,5109,0.111,0,0,0,1,0,1,0,1,10,28
2024-11-01,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,5955,0.1209,0,0,0,0,1,1,1,1,11,33
2024-11-26,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,4404,0.0954,0,0,0,1,0,1,0,1,11,30
2024-12-12,Tuesday,NL Final,MAIN,Mystisk försäljning: Vad är din hemliga rabatt? &#x1f92b;,6966,0.0646,0,0,1,0,1,0,0,0,12,36
2024-09-07,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,36375,0.1489,0,0,0,0,0,1,0,1,9,22
2024-08-27,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3678,0.1476,0,0,0,1,0,1,0,0,8,27
2024-11-27,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,40725,0.1288,0,0,0,0,0,0,0,1,11,42
2024-10-22,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,14133,0.0989,0,0,0,1,1,1,1,1,10,24
2024-05-28,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3621,0.1176,0,0,0,1,0,1,0,0,5,27
2024-05-21,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3141,0.1165,0,0,0,1,1,1,1,1,5,24
2024-10-05,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37473,0.1399,0,0,0,0,0,1,0,1,10,22
2024-07-23,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2997,0.0921,0,0,0,1,0,1,0,1,7,30
2024-11-13,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,38754,0.1345,0,0,0,0,0,0,0,1,11,42
2024-10-18,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4536,0.1362,0,0,0,0,1,1,1,1,10,33
2024-10-18,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5736,0.1402,0,0,1,1,1,1,0,1,10,30
2024-05-05,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3378,0.1741,0,0,0,0,0,1,0,1,5,30
2024-09-15,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3882,0.1437,0,0,1,0,1,1,0,1,9,38
2024-12-02,Saturday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,1356,0.1372,0,0,0,0,0,0,0,1,12,43
2024-12-04,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,42615,0.1301,0,0,0,0,0,0,0,1,12,42
2024-12-10,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4341,0.0933,0,0,0,1,1,1,1,1,12,24
2024-11-15,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,6291,0.1488,0,0,1,1,1,1,0,1,11,30
2024-12-15,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,8838,0.1025,0,0,1,0,1,1,0,1,12,38
2024-12-10,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,13332,0.1033,0,0,0,1,0,1,0,1,12,30
2024-11-01,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4557,0.1099,0,0,0,0,1,1,1,1,11,33
2024-11-05,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,14706,0.1044,0,0,0,1,0,1,0,0,11,27
2024-07-01,Saturday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,26868,0.083,0,0,1,0,1,1,0,0,7,26
2024-07-16,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3078,0.153,0,0,0,1,0,1,0,0,7,27
2024-06-16,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3375,0.1396,0,0,0,0,0,1,0,1,6,30
2024-09-24,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,3873,0.1216,0,0,0,1,0,1,0,1,9,30
2024-07-27,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,33435,0.142,0,0,0,0,0,1,0,1,7,22
2024-11-09,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,39333,0.1456,0,0,0,0,0,1,0,1,11,22
2024-05-31,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3279,0.1921,0,0,1,1,1,1,0,1,5,30
2024-05-04,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,49071,0.1118,0,0,1,0,1,1,0,0,5,26
2024-06-25,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3228,0.0976,0,0,0,1,1,1,1,1,6,24
2024-12-28,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45936,0.1422,0,0,0,0,0,1,0,1,12,22
2024-12-20,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,12501,0.1286,0,0,1,1,1,1,0,1,12,30
2024-08-31,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,53073,0.1205,0,0,1,0,1,1,0,0,8,26
2024-11-02,Wednesday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,5595,0.0794,0,0,0,0,0,0,0,1,11,43
2024-11-23,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,41727,0.1377,0,0,1,0,1,1,0,0,11,26
2024-12-29,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,9189,0.097,0,0,0,0,0,1,0,1,12,30
2024-12-03,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,4602,0.09,0,0,0,1,0,1,0,0,12,27
2024-06-04,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3225,0.1488,0,0,0,1,0,1,0,0,6,27
2024-11-12,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,5295,0.1088,0,0,0,1,0,1,0,1,11,30
2024-02-02,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47661,0.126,0,0,1,0,1,1,0,0,2,26
2024-12-03,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,6498,0.114,0,0,0,1,0,1,0,1,12,30
2024-07-05,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,2190,0.1178,0,0,0,0,1,1,1,1,7,33
2024-02-09,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32058,0.1565,0,0,0,0,0,1,0,1,2,22
2024-08-25,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3489,0.1298,0,0,1,0,1,1,0,1,8,38
2024-05-07,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3342,0.1454,0,0,0,1,0,1,0,0,5,27
2024-07-06,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,51567,0.1132,0,0,1,0,1,1,0,0,7,26
2024-01-19,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,28311,0.1769,0,0,0,0,0,1,0,1,1,22
2024-11-29,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,10014,0.1525,0,0,1,1,1,1,0,1,11,30
2024-10-19,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37827,0.1437,0,0,0,0,0,1,0,1,10,22
2024-12-22,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,12309,0.1058,0,0,0,0,0,1,0,1,12,30
2024-09-13,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,14091,0.0901,0,0,0,0,1,1,1,1,9,33
2024-10-27,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,5016,0.1364,0,0,0,0,0,1,0,1,10,30
2024-07-19,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,3009,0.0867,0,0,0,0,1,1,1,1,7,33
2024-08-11,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2706,0.1086,0,0,0,1,0,1,0,1,8,28
2024-06-14,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,2760,0.1304,0,0,0,0,1,1,1,1,6,33
2024-11-15,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,6822,0.1249,0,0,0,1,1,1,1,1,11,28
2024-07-09,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,23082,0.0951,0,0,0,1,1,1,1,1,7,24
2024-08-06,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,18657,0.0883,0,0,0,1,0,1,0,1,8,30
2024-09-28,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37200,0.1462,0,0,0,0,0,1,0,1,9,22
2024-06-18,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,28935,0.0934,0,0,0,1,1,1,1,1,6,24
2024-06-02,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3240,0.163,0,0,0,0,0,1,0,1,6,30
2024-04-07,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,1074,0.1536,0,0,0,1,0,1,0,1,4,28
2024-06-30,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,2961,0.1449,0,0,1,0,1,1,0,1,6,38
2024-06-02,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3558,0.1206,0,0,1,0,1,1,0,1,6,38
2024-05-28,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2739,0.0964,0,0,0,1,0,1,0,1,5,30
2024-06-02,Friday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,1050,0.0943,0,0,0,0,0,0,0,1,6,42
2024-12-12,Tuesday,NL Final,MAIN,Mystisk försäljning: Vad är din hemliga rabatt? &#x1f92b;,10632,0.0652,0,0,1,0,1,0,0,0,12,36
2024-12-29,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,12273,0.089,0,0,1,0,1,1,0,1,12,38
2024-07-30,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,19896,0.0983,0,0,0,1,1,1,1,1,7,24
2024-10-15,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,5085,0.1109,0,0,0,1,0,1,0,1,10,30
2024-07-14,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3096,0.1502,0,0,0,0,0,1,0,1,7,30
2024-08-17,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,34257,0.1439,0,0,0,0,0,1,0,1,8,22
2024-10-23,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,38133,0.1362,0,0,0,0,0,0,0,1,10,42
2024-10-06,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,5091,0.1179,0,0,1,0,1,1,0,1,10,38
2024-07-05,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,23259,0.0991,0,0,0,1,1,1,1,1,7,28
2024-05-03,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3411,0.1961,0,0,1,1,1,1,0,1,5,30
2024-05-17,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,3183,0.1367,0,0,0,1,1,1,1,1,5,28
2024-01-26,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,26034,0.1829,0,0,0,0,0,1,0,1,1,22
2024-05-25,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32562,0.1421,0,0,0,0,0,1,0,1,5,22
2024-04-09,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,1068,0.1573,0,0,0,1,0,1,0,1,4,30
2024-09-28,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,39255,0.137,0,0,1,0,1,1,0,0,9,26
2024-11-05,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,4551,0.1035,0,0,0,1,0,1,0,1,11,30
2024-06-21,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3120,0.1942,0,0,1,1,1,1,0,1,6,30
2024-08-03,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,34803,0.1421,0,0,0,0,0,1,0,1,8,22
2024-07-21,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3054,0.1434,0,0,1,0,1,1,0,1,7,38
2024-09-11,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,35928,0.1324,0,0,0,0,1,1,0,1,9,21
2024-06-11,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,1182,0.1142,0,0,0,1,0,1,0,1,6,30
2024-09-02,Saturday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,11361,0.1249,0,0,0,0,0,0,0,1,9,42
2024-11-19,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,14052,0.1082,0,0,0,1,0,1,0,1,11,30
2024-10-05,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",36507,0.1455,1,0,0,0,0,1,0,1,10,45
2024-08-27,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4242,0.104,0,0,0,1,1,1,1,1,8,24
2024-10-01,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,4518,0.0976,0,0,0,1,0,1,0,1,10,30
2024-12-20,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4605,0.0958,0,0,0,0,1,1,1,1,12,33
2024-10-01,Sunday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,345,0.2957,0,0,1,0,1,1,0,0,10,26
2024-07-30,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2526,0.1211,0,0,0,1,0,1,0,1,7,30
2024-11-12,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,14289,0.1048,0,0,0,1,1,1,1,1,11,24
2024-08-27,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,15756,0.1015,0,0,0,1,0,1,0,1,8,30
2024-01-05,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,25035,0.1768,0,0,0,0,0,1,0,1,1,22
2024-09-22,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,3903,0.1483,0,0,0,1,0,1,0,1,9,28
2024-11-16,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,38484,0.1469,0,0,0,0,0,1,0,1,11,22
2024-12-02,Saturday,NL Final,MAIN,-20% EXTRA på hela din beställning | Kod i detta e-postmeddelande &#x1f440;,80112,0.0674,1,0,1,0,0,1,0,0,12,47
2024-07-26,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,3102,0.1103,0,0,0,0,1,1,1,1,7,33
2024-11-23,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,48378,0.1672,0,0,0,0,0,1,0,1,11,22
2024-11-25,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,37734,0.1072,0,0,0,0,0,0,0,1,11,28
2024-11-02,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,48297,0.1699,0,0,0,0,0,1,0,1,11,22
2024-04-28,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,2235,0.1383,0,0,1,0,1,1,0,1,4,38
2024-10-02,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,38052,0.1343,0,0,0,0,0,0,0,1,10,42
2024-02-08,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,46290,0.1268,0,0,0,0,0,1,0,1,2,22
2024-08-17,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,36528,0.1439,0,0,1,0,1,1,0,0,8,26
2024-02-01,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45720,0.1385,0,0,0,0,0,1,0,1,2,22
2024-12-20,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,8820,0.1054,0,0,0,0,1,1,1,1,12,33
2024-07-23,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3030,0.1366,0,0,0,1,1,1,1,1,7,24
2024-09-29,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,3828,0.1262,0,0,0,1,0,1,0,1,9,28
2024-09-20,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,14490,0.1048,0,0,1,1,1,1,0,1,9,30
2024-09-21,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,38469,0.1445,0,0,1,0,1,1,0,0,9,26
2024-09-04,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,36759,0.1317,0,0,0,0,0,0,0,1,9,42
2024-10-22,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,5064,0.0889,0,0,0,1,0,1,0,0,10,27
2024-11-06,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,39732,0.1333,0,0,0,0,0,0,0,1,11,42
2024-11-24,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,6471,0.1071,0,0,1,0,1,1,0,1,11,38
2024-10-19,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,39051,0.1448,0,0,1,0,1,1,0,0,10,26
2024-08-23,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3714,0.1591,0,0,1,1,1,1,0,1,8,30
2024-12-11,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,41808,0.1313,0,0,0,0,1,1,0,1,12,21
2024-06-04,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3528,0.1182,0,0,0,1,1,1,1,1,6,24
2024-12-15,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,9681,0.097,0,0,0,1,0,1,0,1,12,28
2024-03-23,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,30969,0.1506,0,0,0,0,0,1,0,1,3,22
2024-11-10,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,6693,0.104,0,0,0,0,0,1,0,1,11,30
2024-01-15,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,45417,0.1274,0,0,0,0,1,1,0,1,1,21
2024-10-06,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,4302,0.1381,0,0,0,0,0,1,0,1,10,30
2024-02-01,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,71925,0.0976,0,0,1,0,1,1,0,0,2,26
2024-04-16,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,2313,0.1816,0,0,0,1,0,1,0,0,4,27
2024-11-21,Tuesday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,8889,0.0908,0,0,1,0,1,1,0,1,11,38
2024-12-03,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,13557,0.1062,0,0,0,1,1,1,1,1,12,24
2024-11-16,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",38793,0.1496,1,0,0,0,0,1,0,1,11,45
2024-05-29,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,32631,0.1373,0,0,0,0,0,0,0,1,5,42
2024-09-06,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,14418,0.1003,0,0,0,1,1,1,1,1,9,28
2024-12-07,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,68703,0.1403,0,0,1,0,1,1,0,0,12,26
